id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,city,last_seen,occupation_type,occupation_name,career_start,career_end,result
24747,1,30.5.1990,1,1.0,486.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский;Українська;English;Français,6,6,,2020-03-18 19:43:41,work,"Видавнича група ""Основа""",2008,False,1
60088,2,,0,1.0,131.0,2014.0,Full-time,4.0,Alumnus (Specialist),False,False,2,Moscow,2020-09-30 08:53:45,work,Росатом,2019,False,1
57956,2,6.6.1986,1,1.0,148.0,2010.0,Full-time,4.0,Student (Specialist),False,1,5,Ivanovo,2020-12-23 09:03:13,university,ИвГУ,False,False,0
41176,1,12.1.1992,1,1.0,194.0,0.0,Distance Learning,1.0,Student (Specialist),Русский;English,7,5,Moscow,2020-03-18 10:07:11,university,МосГУ,False,False,0
76387,2,11.2.1987,1,1.0,37.0,2009.0,Full-time,4.0,Student (Specialist),Русский;English,0,0,Saint Petersburg,2020-07-15 07:38:46,work,Национальный минерально-сырьевой университет «Го,2012,False,0
46173,2,8.8.1988,0,1.0,286.0,2016.0,Distance Learning,0.0,Student (Bachelor's),Русский,False,False,Tver,2020-08-02 20:12:31,work,"ООО "" Криптоком"" Замдиректор",2005,False,0
232,1,22.5,1,1.0,578.0,2013.0,Distance Learning,4.0,Alumnus (Specialist),Русский,1,5,Tolyatti,2020-07-27 23:30:57,work,Моя Семья,2008,False,0
88909,2,29.12,0,1.0,39.0,2010.0,Full-time,0.0,Student (Specialist),False,False,False,Moscow,2020-04-03 01:40:33,university,"МФПУ «Синергия» (бывш. МФПА, ММИЭИФП)",False,False,0
88010,2,31.5.1991,0,1.0,257.0,2013.0,Full-time,0.0,Alumnus (Bachelor's),Русский,0,0,Odintsovo,2020-08-20 12:51:21,work,Кадастровая палата по Московской области,2013,False,0
10894,2,8.1.1986,1,1.0,57.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,0,0,Penza,2020-11-14 15:47:53,university,ПГУАС (ПГАСА),False,False,0
86887,2,13.5,1,1.0,16.0,2008.0,Distance Learning,0.0,Alumnus (Specialist),Русский,False,False,Yekaterinburg,2020-05-13 10:52:42,university,УГГУ (бывш. УГГГА),False,False,0
32022,2,18.9.1984,0,1.0,1.0,2014.0,Distance Learning,4.0,Student (Specialist),False,False,False,Novogrodovka,2020-10-18 01:42:26,university,ДонИЖТ,False,False,0
14162,2,2.7,0,1.0,29.0,2011.0,Full-time,0.0,Student (Bachelor's),False,0,0,Moscow,2020-04-12 12:29:45,university,МГТУ ГА,False,False,0
38046,2,,1,1.0,14.0,2006.0,Distance Learning,0.0,Alumnus (Master's),False,0,0,Vinnytsia,2020-02-19 19:30:23,university,ВНАУ (бывш. ВГАУ),False,False,0
28035,2,3.9.1988,1,1.0,144.0,2013.0,Distance Learning,4.0,Student (Specialist),Русский,1,6,Svetlopolyansk,2020-02-10 16:21:32,work,МКОУ СОШ п.Светлополянск,2009,False,0
90779,2,29.2,1,1.0,7598.0,2016.0,Full-time,0.0,PhD,False,8,4,Kryvyi Rih,2020-04-11 10:18:08,university,ITT Technical Institute - Las Vegas Campus,False,False,0
26856,1,1.1,1,1.0,280.0,2019.0,,0.0,Student (Master's),False,0,0,Saint Petersburg,2020-01-12 01:40:06,university,ПГУПС Императора Александра I,False,False,1
6889,1,6.9,1,1.0,398.0,0.0,Distance Learning,4.0,Student (Specialist),Русский,6,6,Sevastopol,2020-08-20 21:54:46,work,Самелье-фрилансер,False,False,1
88802,1,17.5.1984,1,1.0,374.0,2007.0,,0.0,Alumnus (Master's),False,False,False,Saint Petersburg,2020-02-21 15:25:50,university,РГПУ им. А. И. Герцена,False,False,1
9110,2,19.6.1995,0,1.0,5.0,2018.0,Full-time,4.0,Alumnus (Specialist),Русский,0,6,Idritsa,2020-08-13 22:59:41,university,ПГУПС Императора Александра I,False,False,0
99990,1,,1,1.0,103.0,0.0,Distance Learning,0.0,Undergraduate applicant,False,False,False,Khabarovsk,2020-10-07 14:09:19,university,ПИАиБ,False,False,1
66818,1,,1,1.0,148.0,2011.0,,4.0,Alumnus (Specialist),Русский,False,False,Saint Petersburg,2020-03-17 18:44:16,work,ЛОКБ,2003,False,1
15579,2,17.4,0,1.0,130.0,2020.0,Full-time,0.0,Student (Bachelor's),Русский,1,2,Moscow,2020-03-08 01:45:51,work,Сбер,2021,False,0
20823,1,28.5.1996,1,1.0,258.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Español,0,0,Saint Petersburg,2020-10-14 02:05:28,university,СПбГИКиТ (бывш. СПбГУКиТ),False,False,1
76906,2,23.12.1987,0,1.0,234.0,2011.0,Full-time,1.0,Student (Specialist),Русский,1,6,Sevastopol (selo),2020-12-19 04:42:21,work,"СТО ""Диомид""",2018,False,0
7141,2,20.5.1996,1,1.0,460.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Deutsch,0,3,Voronezh,2020-04-03 14:36:24,work,Новые Люди | Воронеж,2012,False,0
96759,2,19.5,1,1.0,189.0,2016.0,Distance Learning,5.0,Student (Bachelor's),Русский;English,6,2,Zimovniki,2020-01-02 06:43:44,university,ИТ (филиал) ДГТУ,False,False,0
58497,2,21.3.1983,0,1.0,49.0,2010.0,Distance Learning,1.0,Student (Bachelor's),Русский;Українська,False,False,Kazatin,2020-12-23 23:27:00,university,ВГПУ им. М. Коцюбинского,False,False,0
982,1,2.1,0,1.0,112.0,1991.0,Full-time,4.0,Candidate of Sciences,Русский,False,False,Saint Petersburg,2020-03-06 11:32:22,work,Кунсткамера. Музей антропологии и этнографии.,1994,False,1
72304,2,21.2,1,1.0,3427.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Saint Petersburg,2020-12-21 02:37:22,work,INVASION Labs,2009,False,0
46719,2,15.3,1,1.0,102.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,6,2,Moscow,2020-10-17 18:52:03,university,МГИУ,False,False,1
56228,2,3.2.1980,1,1.0,107.0,2002.0,Full-time,4.0,Alumnus (Master's),Русский,6,6,Kursk,2020-08-22 00:38:14,work,"ООО ""ЮПИТЕР 9""",2003,False,0
26783,2,,0,1.0,100.0,2014.0,Full-time,0.0,Student (Specialist),Русский,0,0,Volgograd,2020-09-14 04:52:19,university,ВолГАУ (бывш. ВГСХА),False,False,0
29101,2,,0,1.0,1280.0,2007.0,,1.0,Alumnus (Specialist),Русский,6,6,Luhansk,2020-07-29 15:00:19,work,МАССАЖ в Луганске | Студия 2-А,2012,False,1
54489,2,,0,1.0,39.0,2011.0,Distance Learning,6.0,Alumnus (Bachelor's),Русский,6,6,Saint Petersburg,2020-08-28 17:06:04,university,ФИНЭК,False,False,1
92065,2,30.11.1990,1,1.0,341.0,2015.0,Distance Learning,1.0,Alumnus (Specialist),False,6,1,Belgorod,2020-11-13 23:19:29,university,БГТУ им. В. Г. Шухова,False,False,1
97750,1,,0,1.0,449.0,2006.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,Donetsk,2020-09-02 02:01:49,university,ДХУ,False,False,1
74929,2,,1,1.0,16.0,2001.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Tver,2020-08-27 02:16:36,university,ТвГТУ,False,False,1
15931,2,13.7.1978,1,1.0,103.0,2000.0,Full-time,4.0,Student (Specialist),Русский,8,2,,2020-07-26 12:10:29,university,КубГТУ,False,False,0
95505,1,21.12.1994,1,1.0,1201.0,2018.0,Full-time,0.0,Alumnus (Master's),Русский;English;Deutsch,0,0,Moscow,2020-01-06 19:36:41,university,РГПУ им. А. И. Герцена,False,False,1
22437,2,9.6,0,1.0,631.0,0.0,Part-time,1.0,Student (Specialist),False,False,False,Saint Petersburg,2020-05-30 14:18:57,university,СПбГУТ им. Бонч-Бруевича,False,False,0
34306,2,17.4,0,1.0,144.0,2016.0,Distance Learning,0.0,Student (Specialist),Русский,False,False,Kharkiv,2020-08-17 02:07:46,work,Burik l Official Group,False,False,1
92248,2,12.11.1995,1,1.0,261.0,2016.0,Full-time,1.0,Student (Bachelor's),Русский;English;Français;Español,1,2,Saint Petersburg,2020-07-04 14:13:56,work,Graebert GMBH,2014,False,0
95270,1,14.7.1994,0,1.0,299.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,0,0,,2020-07-19 15:04:41,university,СГУ им. Н. Г. Чернышевского,False,False,1
99146,2,,1,1.0,233.0,2014.0,Full-time,4.0,Student (Specialist),Русский,1,0,Saint Petersburg,2020-01-30 13:07:18,university,СПбГУ,False,False,0
23764,1,18.3,0,1.0,545.0,0.0,,0.0,Alumnus (Master's),Українська;Русский;English,6,3,,2020-06-05 00:55:19,university,ТНЭУ (бывш. ТАНХ),False,False,1
42343,2,,1,1.0,154.0,2009.0,Distance Learning,1.0,Student (Master's),False,False,False,Krasnoyarsk,2020-06-15 09:34:49,university,Филиал СамГУПС (бывш. МИИТ ННФ),False,False,1
639,2,12.12.1993,1,1.0,123.0,2019.0,Part-time,0.0,Alumnus (Bachelor's),Русский,0,0,Moscow,2020-03-11 13:59:38,university,МАТИ - РГТУ им. К. Э. Циолковского,False,False,0
52714,1,17.4.1991,1,1.0,559.0,0.0,Full-time,1.0,Undergraduate applicant,Русский,1,2,Moscow,2020-01-30 23:33:58,university,МАИ,False,False,0
19368,2,8.2,1,1.0,13.0,2003.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,Narva,2020-06-24 19:10:02,university,Tallinna Tehnikaülikooli Virumaa kolledž (TalTech Virumaa Kolledž),False,False,0
5300,2,13.11,0,1.0,86.0,2007.0,Full-time,0.0,Student (Specialist),Русский,6,6,Moscow,2020-10-14 05:07:35,work,"ООО ""Газпром""",2007,False,0
64155,2,,1,1.0,765.0,0.0,Full-time,0.0,Student (Specialist),Русский,False,False,Krasnoyarsk,2020-12-28 15:04:14,,,False,False,1
49599,2,23.6.1983,0,1.0,6.0,2007.0,Distance Learning,1.0,Alumnus (Specialist),False,False,False,,2020-08-26 22:47:34,university,РГППУ (СФ),False,False,0
59533,2,14.10,0,1.0,249.0,2010.0,Distance Learning,1.0,Student (Specialist),Русский,6,2,Volzhsky,2020-06-12 23:08:22,university,ВИСТех (ф) ВолгГАСУ,False,False,1
71850,1,21.3.1991,0,1.0,535.0,2013.0,Full-time,0.0,Student (Specialist),False,0,0,,2020-07-29 02:03:23,university,КГТЭИ,False,False,1
78373,1,12.10.1951,0,1.0,17.0,1975.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Murmansk,2020-07-15 12:29:20,university,РГПУ им. А. И. Герцена,False,False,1
25359,2,25.11.1985,0,1.0,80.0,2011.0,Full-time,4.0,Student (Specialist),False,7,6,Moscow,2020-03-11 18:52:32,university,ГКА им. Маймонида,False,False,0
34835,2,13.6,1,1.0,675.0,2012.0,Full-time,4.0,Alumnus (Specialist),Русский,5,1,Vladimir,2020-09-02 04:54:25,university,ВлГУ им. А. Г. и Н. Г. Столетовых,False,False,1
32310,2,23.5,1,1.0,24.0,2016.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский,0,0,Dzerzhinsky,2020-12-13 06:07:00,university,МФЭИ,False,False,0
72447,1,10.11,1,1.0,753.0,2012.0,Full-time,4.0,Student (Specialist),False,1,2,Ulyanovsk,2020-05-18 16:01:58,work,АТР Ульяновской области,2019,False,1
23100,2,22.5.1990,1,1.0,4.0,2016.0,Distance Learning,1.0,Alumnus (Specialist),Русский;Українська,False,False,Kyiv,2020-02-13 23:00:54,university,"КНУБА (КНУСиА, КИСИ)",False,False,1
80278,1,,1,1.0,205.0,2010.0,Full-time,4.0,Student (Specialist),False,1,2,Komsomolsk-Na-Amure,2020-12-17 10:05:42,university,КнАГУ (бывш. КнАГТУ),2007,2010,1
17705,2,13.12.1982,0,1.0,110.0,2005.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Sofievskaya Borschagovka,2020-10-19 07:52:58,work,Jetex flight support,2004,False,0
10993,2,13.11,0,1.0,264.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,6,6,Vyshgorod,2020-12-15 21:48:39,university,НУБиП Украины (бывш. НАУ),False,False,0
67571,1,15.3.1989,1,1.0,781.0,2010.0,Full-time,4.0,Student (Specialist),Русский,False,False,Naberezhnye Chelny,2020-08-09 12:14:14,university,ИНЭКА (КамПИ),False,False,0
29076,2,,1,1.0,44.0,0.0,Full-time,2.0,Undergraduate applicant,Українська,0,1,Brovary,2020-02-03 06:00:12,university,"НАУ (бывш. КИИГА, КМУГА)",False,False,0
29885,2,13.7.1984,1,1.0,60.0,2007.0,Full-time,1.0,Alumnus (Specialist),False,0,0,Omsk,2020-08-24 05:24:32,university,ОмГУПС,False,False,1
61650,2,22.8.1985,0,1.0,63.0,2014.0,Distance Learning,8.0,Undergraduate applicant,Русский,0,0,Bydgoszcz,2020-08-28 07:17:59,university,ДНУЖТ (бывш. ДИИТ) им. ак. В. Лазаряна,False,False,0
10006,1,10.7,1,1.0,601.0,2012.0,Full-time,0.0,Student (Bachelor's),Русский,False,False,Saint Petersburg,2020-04-08 17:17:49,university,СГМУ (бывш. СГМА),False,False,1
89629,2,,1,1.0,94.0,2011.0,Full-time,4.0,Student (Specialist),Русский,0,0,Magnitogorsk,2020-10-23 18:37:26,work,Магнитогорскгазпром,2007,False,0
40639,2,6.9.1984,0,1.0,222.0,2007.0,Full-time,1.0,Alumnus (Specialist),Русский,6,2,Sarov,2020-06-01 15:52:01,work,Алексей Баранов. Фотограф в Сарове и Арзамасе,2006,False,1
43428,2,7.2.1986,1,1.0,178.0,0.0,,4.0,PhD,False,False,False,Yekaterinburg,2020-09-11 13:50:05,,,2011,2006,0
36958,1,29.4,1,1.0,16667.0,2014.0,Full-time,1.0,Student (Specialist),Русский,6,1,Moscow,2020-02-27 05:21:43,university,МУ им. С. Ю. Витте (бывш. МИЭМП),False,False,1
44222,2,11.2,0,1.0,83.0,2008.0,Full-time,4.0,Undergraduate applicant,Русский,False,False,Kirovsk,2020-12-01 12:24:47,university,not stated,False,False,0
42009,2,30.11.1993,0,1.0,242.0,0.0,Distance Learning,0.0,Student (Specialist),Русский;English;Deutsch,5,2,Aktau,2020-09-30 00:19:13,university,МПИ ФСБ РФ (бывш. МВИ ФПС РФ),False,False,0
61574,1,3.4,0,1.0,257.0,2019.0,Distance Learning,1.0,Alumnus (Bachelor's),False,False,False,,2020-02-06 16:17:09,university,СПбГИК (бывш. СПбГУКИ),False,False,1
498,1,10.10.1982,0,1.0,3423.0,2004.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Perm,2020-01-03 18:35:24,university,ПГНИУ (ПГУ),False,False,1
18851,2,22.5,0,1.0,105.0,0.0,Distance Learning,0.0,Undergraduate applicant,False,0,0,Chelyabinsk,2020-03-08 23:24:31,work,не раб.,False,False,0
29253,2,5.4.1978,0,1.0,43.0,2000.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Vladikavkaz,2020-11-23 04:01:36,work,СКФММЦ г. Беслан,2001,False,0
53944,1,23.3.1982,1,1.0,192.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,6,2,Novokuznetsk,2020-10-20 10:48:54,university,СФ МИЭП,False,False,1
24555,2,15.8.1989,1,1.0,269.0,2011.0,Full-time,3.0,Student (Bachelor's),Русский,False,False,Perm,2020-05-10 17:39:47,work,АЦР-Агентство Цифровых Решений,False,False,0
38180,1,2.4.1992,0,1.0,3349.0,2015.0,Full-time,1.0,Student (Specialist),Русский;Français;English;Deutsch,6,1,Moscow,2020-11-23 22:34:57,university,МПГУ (бывш. МГПИ им. Ленина),False,False,1
50967,1,20.11,1,1.0,196.0,2004.0,Full-time,4.0,Alumnus (Bachelor's),Русский,1,2,Chelyabinsk,2020-01-25 12:31:50,university,ЧИЭП им. Ладошина,2006,2009,1
4141,2,7.10.1990,1,1.0,43.0,2013.0,Full-time,0.0,Alumnus (Specialist),Русский;English,0,0,,2020-07-05 06:41:23,university,ЮУрГУ (НИУ),2011,2018,0
43461,2,16.6.1991,0,1.0,103.0,2013.0,Distance Learning,0.0,Alumnus (Specialist),False,0,0,,2020-04-30 08:11:06,,,False,False,1
34957,1,17.3,0,1.0,42.0,2004.0,Distance Learning,0.0,Alumnus (Specialist),False,0,0,Chernovtsy,2020-02-03 14:10:00,university,ЧНУ им. Ю. Федьковича,False,False,1
4592,1,,1,1.0,529.0,2013.0,Full-time,4.0,Alumnus (Specialist),False,1,2,Saint Petersburg,2020-02-05 09:57:54,university,"БФУ им. Канта (бывш. РГУ им. Канта, КГУ)",False,False,1
85270,1,30.8.1987,0,1.0,1113.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Русский,7,2,Ulyanovsk,2020-08-01 08:47:26,work,Музторг,2009,False,1
61457,1,24.5,1,1.0,456.0,2010.0,Full-time,0.0,Student (Specialist),Українська;Русский;Español;English;Italiano;Français;Deutsch;Ελληνικά;Čeština,False,False,Moscow,2020-04-07 09:40:43,university,МосГУ,False,False,1
55173,1,,0,1.0,539.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,0,0,Moscow,2020-09-19 05:38:51,university,РГУ им. А. Н. Косыгина (бывш. МГУДТ),False,False,1
5612,1,17.9,0,1.0,15.0,2016.0,Full-time,0.0,Student (Specialist),False,False,False,,2020-06-21 02:21:42,university,ТюмГАСУ,False,False,0
37757,2,22.2.1989,1,1.0,238.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Smolensk,2020-10-03 01:27:47,university,Филиал РГУТиС (бывш. МГУС),False,False,0
33951,1,30.7.1993,1,1.0,12677.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,,2020-09-26 04:44:52,university,МХПИ,False,False,0
63589,2,17.6.1982,1,1.0,68.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,4,0,Cherepovets,2020-06-12 01:00:36,university,ВГТУ (бывш. ВоПИ) (ЧФ),False,False,0
14121,1,22.9,0,1.0,1139.0,0.0,Full-time,0.0,Alumnus (Specialist),False,1,2,Saint Petersburg,2020-02-24 19:15:07,work,Совет по туризму и экскурсиям СПб,2006,False,1
63496,2,28.2,0,1.0,1889.0,2020.0,Full-time,0.0,Alumnus (Specialist),Русский;Lingua Latina,0,0,Saint Petersburg,2020-10-26 13:41:59,university,"БФУ им. Канта (бывш. РГУ им. Канта, КГУ)",False,False,1
13358,1,18.6,1,1.0,101.0,2009.0,,4.0,Alumnus (Specialist),Русский;English;汉语,False,False,Changchun,2020-09-27 13:21:27,university,ЧИ БГУ (бывш. ЧИ БГУЭП),False,False,1
31262,2,26.3,0,1.0,400.0,2016.0,,0.0,Alumnus (Specialist),False,5,2,Bratsk,2020-05-02 05:04:53,university,БрГУ,False,False,0
82621,2,18.5.1991,1,1.0,88.0,2013.0,Distance Learning,0.0,Student (Bachelor's),Русский,False,False,Priluki,2020-07-20 02:44:57,university,КНТЭУ,False,False,0
17826,2,,1,1.0,1875.0,0.0,Full-time,4.0,Undergraduate applicant,Русский,False,2,Poltava,2020-05-01 12:19:03,work,Фотограф Влад Добровольский,2011,False,0
68092,2,2.10.1991,1,1.0,65.0,2017.0,Part-time,1.0,Alumnus (Bachelor's),Русский,6,5,Prokhladny,2020-11-03 01:51:57,university,ИФП,False,False,0
6496,2,29.1.1989,0,1.0,409.0,2011.0,Full-time,1.0,Student (Specialist),Русский,5,6,Moscow,2020-12-07 02:44:54,work,"БЦ ""румянцево"" ооо ""кассиопея""",2007,False,0
64022,1,15.11.1986,1,1.0,901.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Oryol,2020-05-11 21:34:34,university,ОГУ имени И. С. Тургенева (ранее ОГПУ) (до 2016),False,False,1
74588,1,12.8,0,1.0,421.0,2008.0,,4.0,Alumnus (Specialist),False,False,False,,2020-05-09 13:57:00,university,КалмГУ им. Б. Б. Городовикова,False,False,1
74833,1,14.1.1995,0,1.0,212.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),Русский,5,6,Moscow,2020-12-08 02:58:26,university,МИИГАиК,False,False,1
62328,2,2.4.1950,0,1.0,71.0,2013.0,Full-time,2.0,Student (Specialist),臺灣話;한국어;日本語,False,False,Sovetsk,2020-06-26 12:05:35,university,БГАРФ (бывш. КВИМУ),2008,2010,0
60888,1,10.8,0,1.0,92.0,0.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Novosibirsk,2020-07-02 09:20:19,university,СНИ,False,False,1
87758,2,30.1.1984,1,1.0,112.0,2010.0,Distance Learning,1.0,Student (Specialist),Русский,False,False,Volgograd,2020-04-26 07:20:33,work,Много Мебели,False,False,0
18978,1,4.7,0,1.0,231.0,2017.0,Full-time,4.0,Student (Specialist),Русский;English,0,2,Zarechny,2020-05-04 18:47:38,university,УрФУ им. первого Президента России Б. Н. Ельцина,False,False,1
59873,1,23.12.1990,0,1.0,967.0,2013.0,Full-time,4.0,Alumnus (Specialist),False,6,5,Yekaterinburg,2020-03-29 19:04:53,university,УрФУ им. первого Президента России Б. Н. Ельцина,2007,False,1
62093,1,25.12.1987,1,1.0,147.0,2010.0,Full-time,4.0,Alumnus (Specialist),Русский,1,1,Moscow,2020-02-16 10:09:58,work,"ОАО ""МОЭСК""",2008,False,0
3746,1,,1,1.0,0.0,0.0,,0.0,Alumnus (Master's),False,4,5,Yekaterinburg,2020-05-24 23:50:25,work,Коллегия адвокатов,2011,False,1
40968,1,21.2,1,1.0,210.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Moscow,2020-10-08 20:21:25,university,СПбПУ Петра Великого (Политех),False,False,1
89325,2,16.3,1,1.0,173.0,2004.0,Full-time,1.0,Alumnus (Specialist),Русский,False,2,Kyiv,2020-01-21 06:56:56,work,"Стадион ""Динамо"" Киев",2001,False,0
71649,2,13.11.1993,1,1.0,260.0,2015.0,Full-time,4.0,Student (Bachelor's),Русский;English,6,2,,2020-09-12 22:14:48,work,Ленинградская АЭС,2017,False,1
89342,1,3.4.1989,1,1.0,253.0,2011.0,Part-time,4.0,Student (Specialist),False,0,0,Moscow,2020-08-22 21:26:26,work,ГК АСВ,False,False,1
15641,1,,1,1.0,128.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,,2020-09-11 21:01:59,university,СПбГЭТУ (ЛЭТИ),False,False,1
58621,2,27.11.1989,0,1.0,339.0,2016.0,Distance Learning,4.0,Student (Bachelor's),Русский,1,2,Saint Petersburg,2020-11-08 20:50:25,university,СЗТУ (бывш. СЗПИ),False,False,0
89634,2,15.4,0,1.0,76.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Sumy,2020-02-24 19:14:29,work,МегаМастер,2009,False,0
98063,2,23.9.1992,1,1.0,323.0,2013.0,Distance Learning,4.0,Student (Specialist),False,6,2,Yalta,2020-04-18 20:00:28,university,КПУ (бывш. ЗИГМУ),False,False,0
52145,2,19.4,1,1.0,228.0,2006.0,Full-time,0.0,Candidate of Sciences,Русский,7,5,Ulan-Ude,2020-03-31 06:46:25,work,Купить продать квартиру недвижимость в Ижевске,2018,False,0
31692,2,,0,1.0,292.0,2009.0,Full-time,0.0,Student (Specialist),Русский,6,2,Saransk,2020-11-23 04:21:40,,,False,False,1
64847,2,2.11.1978,1,1.0,10437.0,2000.0,Full-time,1.0,Alumnus (Specialist),Русский;Українська;English,6,2,Saint Petersburg,2020-06-04 15:59:02,work,News Agency,2004,False,0
78188,1,,0,1.0,205.0,2000.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский,0,0,Odessa,2020-11-30 09:35:42,university,ОНУ (бывш. ОГУ) им. Мечникова,False,False,1
31841,1,3.7,1,1.0,123.0,2008.0,,0.0,Alumnus (Specialist),Русский,4,False,Moscow,2020-05-19 01:52:25,work,Проект +1,False,False,1
32510,2,27.3.1993,0,1.0,88.0,2012.0,Distance Learning,4.0,Alumnus (Bachelor's),False,0,0,Kazan,2020-05-29 00:35:26,university,СГА (ЧФ),False,False,0
52460,2,2.10.1989,1,1.0,57.0,2011.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Saratov,2020-12-13 21:59:27,university,СГТУ им. Ю. А. Гагарина (бывш. СПИ),False,False,0
34894,1,12.6.1961,0,1.0,114.0,2001.0,Distance Learning,0.0,Alumnus (Specialist),Русский,0,0,,2020-12-13 08:38:35,work,"ООО ""СУ-53""",False,False,1
47800,1,27.5.1998,0,1.0,783.0,2020.0,Full-time,7.0,Student (Bachelor's),False,1,2,Saint Petersburg,2020-10-19 02:30:24,university,СПбГИК (бывш. СПбГУКИ),False,False,1
90598,1,20.1.1994,1,1.0,736.0,0.0,,0.0,Student (Bachelor's),False,0,1,Poltava,2020-11-12 10:31:25,university,ДНУ им. Олеся Гончара,2013,2016,1
26417,2,3.6.1986,1,1.0,406.0,2009.0,Distance Learning,1.0,Alumnus (Master's),Русский,0,0,Saint Petersburg,2020-09-15 22:40:31,university,БрГУ,False,False,1
98301,2,3.1.1996,1,1.0,66.0,2018.0,Distance Learning,0.0,Student (Bachelor's),Русский;ქართული;English,6,5,Moscow,2020-05-29 15:32:12,work,NSTS,2015,False,1
97725,1,31.12,0,1.0,1087.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Tula,2020-04-30 10:05:22,university,РязГМУ им. Павлова,False,False,1
91030,2,3.9.1985,0,1.0,314.0,2009.0,Full-time,4.0,Student (Specialist),Русский,5,5,Pritykino,2020-08-14 12:47:22,university,Кировский ГМУ (бывш. КГМА),False,False,0
96481,1,19.11.1981,0,1.0,202.0,2003.0,Part-time,0.0,Alumnus (Specialist),Русский,0,0,Nizhny Novgorod,2020-06-04 07:37:53,university,МУ им. С. Ю. Витте (бывш. МИЭМП) (ННФ),False,False,1
88330,2,25.11.1988,1,1.0,165.0,2010.0,Full-time,4.0,Student (Specialist),Русский,False,False,Chita,2020-11-11 17:58:35,university,ЗабГУ (бывш. ЧитГУ),2005,2010,0
98973,1,26.11.1988,1,1.0,4187.0,2011.0,Full-time,0.0,Alumnus (Specialist),False,0,0,Saint Petersburg,2020-11-10 13:06:08,work,Продвижение бизнеса в ВК | Мария Машина,2009,False,1
76363,1,8.9.1984,0,1.0,2292.0,2006.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Belgorod,2020-05-05 10:54:32,university,НИУ БелГУ,False,False,1
52545,2,8.6.1975,0,1.0,992.0,2002.0,Part-time,0.0,Alumnus (Specialist),Русский,False,False,Saint Petersburg,2020-01-16 04:36:04,university,СПбГТИ (ТУ),False,False,1
59244,1,5.11,1,1.0,846.0,2014.0,Distance Learning,2.0,Alumnus (Specialist),Русский,5,2,Saint Petersburg,2020-01-13 08:18:37,university,МБИ,2004,2020,1
175,1,12.8,1,1.0,7618.0,2010.0,Full-time,4.0,Alumnus (Specialist),English,0,0,Moscow,2020-06-16 06:32:55,university,ЮФУ (бывш. РГУ),False,False,1
92198,1,,1,1.0,402.0,2003.0,Full-time,1.0,Alumnus (Specialist),False,0,0,,2020-11-07 01:45:17,work,"Детский лагерь ""Смена""",2005,False,1
94430,2,4.11,0,1.0,4.0,2006.0,Full-time,0.0,Alumnus (Specialist),Русский,1,2,Chernomorskoe,2020-06-28 12:06:58,university,СУЭУ,False,False,0
81228,1,,0,1.0,135.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,1,0,Saint Petersburg,2020-01-06 03:49:58,work,"ООО ""Газпром добыча Астрахань""",2007,False,1
80184,2,24.1.1989,1,1.0,146.0,2018.0,,1.0,Alumnus (Bachelor's),Русский,0,1,Zelenograd,2020-09-06 02:07:16,university,Зеленоградское отделение МГПУ,2008,False,1
86925,1,,0,1.0,2.0,1995.0,Part-time,0.0,Alumnus (Specialist),False,0,0,Moscow,2020-06-01 04:25:57,university,МГЛУ (бывш. МГПИИЯ им. Мориса Тореза),False,False,1
